,id,timestamp,age_range,industry,job,job_context,annual_salary,add_compensation,currency,other_currency,income_context,country,state,all_experience,field_experience,education-level,gender,race
2003,2004,2021-04-29 08:53:53,25-34,Veterinary m&a,Operations Coordinator,NaN,49000,7800.0,USD,NaN,NaN,United States,Texas,8 - 10 years,5-7 years,College degree,Woman,White
2004,2005,2021-04-29 09:06:34,35-44,Computing or Tech,Creative Director,NaN,190000,16000.0,USD,NaN,Bonus is profit-share at the end of each year,United States,Texas,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2005,2006,2021-04-29 09:07:31,35-44,Health care,Administrative Coordinator,NaN,56160,0.0,USD,NaN,NaN,United States,Massachusetts,11 - 20 years,11 - 20 years,College degree,Woman,White
2006,2007,2021-04-29 09:16:49,25-34,Computing or Tech,SWE,NaN,250000,0.0,USD,NaN,NaN,United States,New York,2 - 4 years,2 - 4 years,College degree,Woman,Black or African American
2007,2008,2021-04-29 09:18:45,55-64,Utilities & Telecommunications,Employee Development and Training Coordinator,NaN,78000,13000.0,USD,NaN,NaN,United States,Ohio,31 - 40 years,2 - 4 years,College degree,Woman,White
2008,2009,2021-04-29 09:21:32,25-34,Engineering or Manufacturing,Software engineer,NaN,180000,0.0,USD,NaN,NaN,United States,California,11 - 20 years,5-7 years,College degree,Woman,Asian or Asian American
2009,2010,2021-04-29 09:27:31,35-44,Recruitment or HR,Talent Acquisition Partner,NaN,55,0.0,USD,NaN,NaN,United States,Nevada,2 - 4 years,11 - 20 years,Master's degree,Woman,Black or African American
2010,2011,2021-04-29 09:29:12,35-44,Law,Associate,NaN,177500,15000.0,USD,NaN,NaN,United States,Ohio,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Man,Black or African American
2010,2011,2021-04-29 09:29:12,35-44,Law,Associate,NaN,177500,15000.0,USD,NaN,NaN,United States,Ohio,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Man,White
2011,2012,2021-04-29 09:29:40,25-34,Health care,Marketing Manager,NaN,85000,0.0,USD,NaN,NaN,United States,Ohio,5-7 years,5-7 years,Master's degree,Woman,Another option not listed here or prefer not to answer
2012,2013,2021-04-29 09:30:46,35-44,Education (Higher Education),Assistant Director of Institutional Research,NaN,109000,0.0,USD,NaN,NaN,United States,New York,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Man,NaN
2013,2014,2021-04-29 09:31:51,45-54,Education (Primary/Secondary),HR Director,NaN,90000,0.0,USD,NaN,NaN,United States,Oregon,11 - 20 years,11 - 20 years,College degree,Woman,White
2014,2015,2021-04-29 09:36:42,35-44,Computing or Tech,VP of Operations,NaN,145000,10000.0,USD,NaN,NaN,United States,Missouri,11 - 20 years,11 - 20 years,College degree,Man,White
2015,2016,2021-04-29 09:38:25,25-34,Food & Beverage,Assoc. HR Manager,NaN,113500,0.0,USD,NaN,NaN,United States,California,8 - 10 years,8 - 10 years,Master's degree,Man,White
2016,2017,2021-04-29 09:44:58,25-34,"Accounting, Banking & Finance",Senior Credit Officer,Buy side analyst for Capital Markets Participations/Syndications,110000,21000.0,USD,NaN,NaN,United States,Kentucky,8 - 10 years,8 - 10 years,Master's degree,Man,White
2017,2018,2021-04-29 09:46:12,35-44,Media & Digital,Director of engineering,NaN,226000,59000.0,USD,NaN,NaN,United States,District of Columbia,11 - 20 years,11 - 20 years,College degree,Man,White
2018,2019,2021-04-29 09:46:46,25-34,Computing or Tech,UX lead,NaN,205000,140000.0,USD,NaN,NaN,United States,New York,11 - 20 years,11 - 20 years,NaN,Man,Middle Eastern or Northern African
2019,2020,2021-04-29 09:48:03,25-34,Insurance,Data Analyst,NaN,58500,0.0,USD,NaN,NaN,United States,Iowa,1 year or less,1 year or less,Master's degree,Woman,White
2020,2021,2021-04-29 09:50:03,25-34,Utilities & Telecommunications,network engineer,NaN,105000,0.0,USD,NaN,NaN,United States,New York,2 - 4 years,2 - 4 years,College degree,Non-binary,White
2021,2022,2021-04-29 09:50:04,18-24,Computing or Tech,Data and Reporting Analyst,NaN,70000,0.0,USD,NaN,NaN,United States,Michigan,2 - 4 years,2 - 4 years,College degree,Man,Asian or Asian American
2022,2023,2021-04-29 09:53:19,45-54,Property or Construction,Senior Project Manager,Owner Rep,145000,14500.0,USD,NaN,Guaranteed target bonus,United States,California,11 - 20 years,11 - 20 years,College degree,Woman,Asian or Asian American
2023,2024,2021-04-29 09:53:36,45-54,Recruitment or HR,IT Manager,NaN,110000,4000.0,USD,NaN,NaN,United States,Illinois,21 - 30 years,21 - 30 years,College degree,Man,Hispanic Latino or Spanish origin
2023,2024,2021-04-29 09:53:36,45-54,Recruitment or HR,IT Manager,NaN,110000,4000.0,USD,NaN,NaN,United States,Illinois,21 - 30 years,21 - 30 years,College degree,Man,White
2024,2025,2021-04-29 10:01:04,25-34,Computing or Tech,senior security consultant,NaN,64000,6000.0,EUR,NaN,NaN,Finland,NaN,8 - 10 years,5-7 years,Master's degree,Man,White
2025,2026,2021-04-29 10:04:18,35-44,Computing or Tech,Product Manager,NaN,138490,0.0,USD,NaN,NaN,United States,Tennessee,11 - 20 years,8 - 10 years,High School,Man,White
2026,2027,2021-04-29 10:06:05,45-54,Human Resources,HR Administrator/Generalist,I perform both Generalist and Administrative functions in my role as our team is lean,40,0.0,USD,NaN,NaN,United States,Ohio,11 - 20 years,11 - 20 years,College degree,Woman,White
2027,2028,2021-04-29 10:06:11,35-44,Computing or Tech,Software Engineer,NaN,129000,25000.0,USD,NaN,NaN,United States,New York,8 - 10 years,2 - 4 years,Some college,Man,Middle Eastern or Northern African
2027,2028,2021-04-29 10:06:11,35-44,Computing or Tech,Software Engineer,NaN,129000,25000.0,USD,NaN,NaN,United States,New York,8 - 10 years,2 - 4 years,Some college,Man,White
2027,2028,2021-04-29 10:06:11,35-44,Computing or Tech,Software Engineer,NaN,129000,25000.0,USD,NaN,NaN,United States,New York,8 - 10 years,2 - 4 years,Some college,Man,Another option not listed here or prefer not to answer
2028,2029,2021-04-29 10:09:38,35-44,Education (Higher Education),Associate Professor,NaN,59751,0.0,USD,NaN,NaN,United States,Illinois,11 - 20 years,11 - 20 years,PhD,Woman,White
2029,2030,2021-04-29 10:11:02,25-34,Engineering or Manufacturing,Robotics Software Engineer,NaN,115000,0.0,USD,NaN,NaN,United States,Colorado,2 - 4 years,2 - 4 years,College degree,Man,White
2030,2031,2021-04-29 10:12:32,25-34,"Marketing, Advertising & PR",Social media specialist,NaN,38300,1500.0,GBP,NaN,Bonus is dependent on personal and company performance,United Kingdom,NaN,8 - 10 years,8 - 10 years,College degree,Woman,White
2031,2032,2021-04-29 10:17:28,35-44,Computing or Tech,Senior Software Engineer,NaN,165000,0.0,USD,NaN,NaN,United States,Georgia,11 - 20 years,11 - 20 years,Some college,Man,White
2032,2033,2021-04-29 10:21:08,25-34,"Accounting, Banking & Finance","Senior Manager, Learning and Development",NaN,85000,0.0,USD,NaN,NaN,United States,Kentucky,8 - 10 years,5-7 years,College degree,Woman,White
2033,2034,2021-04-29 10:28:32,35-44,Computing or Tech,Sr. Product Manager,NaN,68000,0.0,EUR,NaN,NaN,Germany,NaN,8 - 10 years,5-7 years,College degree,Woman,White
2034,2035,2021-04-29 10:31:11,25-34,Health care,Medical Technologist,"AKA Clinical or Medical Laboratory Scientist, MLS(ASCP)CM, Microbiology specialty",57850,13000.0,USD,NaN,"Technically hourly, I make a $2/hour shift premium on weekdays and $2.75/hour weekends, and usual 1.5 overtime rate",United States,Michigan,5-7 years,2 - 4 years,College degree,Non-binary,White
2035,2036,2021-04-29 10:34:47,35-44,Scientific Research,Business Development Manager,NaN,51950,4500.0,GBP,NaN,NaN,United Kingdom,NaN,1 year or less,11 - 20 years,PhD,Man,White
2036,2037,2021-04-29 10:41:26,25-34,Health care,Patient Services Coordinator II,Front desk/administrative duties,44325,0.0,USD,NaN,NaN,United States,Massachusetts,5-7 years,5-7 years,College degree,Man,White
2037,2038,2021-04-29 10:47:03,35-44,Computing or Tech,IT Systems Analyst,NaN,131000,25000.0,USD,NaN,Additional compensation includes annual bonus (cash) and stock.,United States,California,21 - 30 years,1 year or less,Some college,Woman,Asian or Asian American
2038,2039,2021-04-29 10:54:29,25-34,Media & Digital,Art Director,NaN,80000,0.0,USD,NaN,NaN,United States,Massachusetts,5-7 years,5-7 years,Master's degree,Woman,White
2039,2040,2021-04-29 10:56:36,35-44,Hospitality & Events,Human resources Generalist,NaN,48600,0.0,USD,NaN,NaN,United States,Michigan,11 - 20 years,2 - 4 years,Master's degree,Woman,White
2040,2041,2021-04-29 11:01:07,25-34,Business or Consulting,Principal Research Analyst,"At the same level as team lead in my org, with no direct reports",46600,2000.0,USD,NaN,NaN,United States,Wisconsin,5-7 years,5-7 years,College degree,Woman,White
2041,2042,2021-04-29 11:04:25,25-34,Health care,IT Technician,NaN,70000,0.0,USD,NaN,NaN,United States,Massachusetts,11 - 20 years,8 - 10 years,College degree,Non-binary,White
2042,2043,2021-04-29 11:04:56,35-44,Recruitment or HR,Director of Human Resources,NaN,120000,15000.0,USD,NaN,NaN,United States,Texas,11 - 20 years,8 - 10 years,PhD,Woman,White
2043,2044,2021-04-29 11:07:49,35-44,Computing or Tech,Account Operations Professional,NaN,56300,1000.0,USD,NaN,NaN,United States,Kentucky,11 - 20 years,11 - 20 years,College degree,Woman,White
2044,2045,2021-04-29 11:09:21,45-54,Computing or Tech,Engineering manager,NaN,120000,0.0,USD,NaN,NaN,United States,Alabama,11 - 20 years,8 - 10 years,College degree,Man,White
2045,2046,2021-04-29 11:14:07,55-64,Government and Public Administration,HR Manager,NaN,104500,0.0,USD,NaN,NaN,United States,Washington,21 - 30 years,11 - 20 years,College degree,Woman,White
2046,2047,2021-04-29 11:18:52,35-44,Computing or Tech,Project Manager,NaN,220000,20000.0,USD,NaN,NaN,United States,Colorado,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2047,2048,2021-04-29 11:19:26,25-34,Education (Higher Education),Administrative Assistant,NaN,36400,0.0,USD,NaN,NaN,United States,New York,5-7 years,2 - 4 years,College degree,Woman,White
2048,2049,2021-04-29 11:20:04,35-44,Government and Public Administration,Program Manager,NaN,78000,0.0,USD,NaN,NaN,United States,Texas,11 - 20 years,5-7 years,Master's degree,Woman,White
2049,2050,2021-04-29 11:21:10,18-24,Media & Digital,Journalist,NaN,32000,0.0,USD,NaN,NaN,United States,Colorado,2 - 4 years,2 - 4 years,College degree,Woman,White
2050,2051,2021-04-29 11:21:42,35-44,Retail,Office Manager,NaN,50000,5000.0,USD,NaN,"Commissions for sales, bonuses",United States,California,21 - 30 years,11 - 20 years,Some college,Woman,White
2051,2052,2021-04-29 11:22:52,35-44,Insurance,Account Manager,NaN,74000,6500.0,USD,NaN,NaN,United States,Pennsylvania,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2052,2053,2021-04-29 11:25:35,25-34,Media & Digital,Ebook Coder,"Remote, freelance",39520,0.0,USD,NaN,NaN,United States,Nebraska,8 - 10 years,8 - 10 years,College degree,Woman,White
2053,2054,2021-04-29 11:28:37,35-44,Human Resources,Human Resources,NaN,40000,0.0,USD,NaN,NaN,United States,California,11 - 20 years,2 - 4 years,NaN,Woman,White
2054,2055,2021-04-29 11:32:07,35-44,Computing or Tech,Senior Director of People Operations,NaN,160000,24000.0,USD,NaN,NaN,United States,Missouri,21 - 30 years,8 - 10 years,Master's degree,Man,White
2055,2056,2021-04-29 11:35:05,35-44,Computing or Tech,RnD Manager,NaN,72120,0.0,USD,NaN,NaN,Romania,NaN,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2056,2057,2021-04-29 11:37:16,35-44,Education (Higher Education),Researcher,"PhD level, non-faculty",52000,0.0,USD,NaN,NaN,United States,Minnesota,5-7 years,5-7 years,PhD,Woman,White
2057,2058,2021-04-29 11:43:28,45-54,Media & Digital,Managing Editor,NaN,94000,0.0,USD,NaN,I work 60 hour work weeks and rarely get to take vacations,United States,New York,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2058,2059,2021-04-29 11:44:08,25-34,Nonprofits,Museum Guide - Team Supervisor,NaN,31000,0.0,CAD,NaN,NaN,Canada,NaN,8 - 10 years,2 - 4 years,College degree,Non-binary,Asian or Asian American
2059,2060,2021-04-29 11:47:15,35-44,Government and Public Administration,Air Traffic Controller,NaN,175000,40000.0,USD,NaN,NaN,United States,California,21 - 30 years,21 - 30 years,High School,Man,White
2060,2061,2021-04-29 11:52:45,45-54,Engineering or Manufacturing,Technical Writer,NaN,57600,600.0,USD,NaN,NaN,United States,Washington,11 - 20 years,11 - 20 years,College degree,Man,White
2061,2062,2021-04-29 12:07:06,25-34,Retail,Supervisor,"I am also acting manager on my manager's days off, and open and close the store every day.",19760,0.0,GBP,NaN,NaN,United Kingdom,NaN,8 - 10 years,8 - 10 years,College degree,Woman,White
2062,2063,2021-04-29 12:08:15,25-34,Health care,Registered nurse,NaN,80000,0.0,USD,NaN,NaN,United States,New Jersey,8 - 10 years,8 - 10 years,College degree,Woman,Asian or Asian American
2063,2064,2021-04-29 12:10:52,35-44,Computing or Tech,staff software engineer,NaN,236544,46537.0,USD,NaN,i also vest rsus worth in theory around 200k every three months (although turning them into cash is a bit harder because the company is not yet public),United States,New York,11 - 20 years,11 - 20 years,College degree,Man,White
2064,2065,2021-04-29 12:13:14,45-54,Computing or Tech,Sr IT Project Manager,NaN,121000,20000.0,USD,NaN,NaN,United States,Pennsylvania,21 - 30 years,5-7 years,Master's degree,Man,Asian or Asian American
2065,2066,2021-04-29 12:17:30,25-34,Agriculture or Forestry,Research Associate,NaN,56600,4395.0,USD,NaN,The bonus amount is the gross amount given; I actually received less since it was taxed at a 22% rate,United States,North Carolina,2 - 4 years,2 - 4 years,College degree,Non-binary,White
2066,2067,2021-04-29 12:18:27,25-34,Insurance,Senior Associate Actuary,NaN,127500,15000.0,USD,NaN,NaN,United States,California,5-7 years,5-7 years,College degree,Man,White
2067,2068,2021-04-29 12:23:01,35-44,Engineering or Manufacturing,Order Services Supervisor,NaN,72000,0.0,USD,NaN,NaN,United States,Minnesota,11 - 20 years,8 - 10 years,College degree,Woman,White
2068,2069,2021-04-29 12:23:05,35-44,Education (Higher Education),Academic Communications,NaN,72000,0.0,USD,NaN,NaN,United States,Wisconsin,11 - 20 years,8 - 10 years,College degree,Woman,White
2069,2070,2021-04-29 12:24:20,25-34,Government and Public Administration,Deputy Director,NaN,65000,0.0,GBP,NaN,NaN,United Kingdom,NaN,11 - 20 years,8 - 10 years,College degree,Man,White
2070,2071,2021-04-29 12:24:40,25-34,"Marketing, Advertising & PR",Senior Associate,I am a consultant at a consulting firm,75000,0.0,USD,NaN,NaN,United States,District of Columbia,5-7 years,5-7 years,College degree,Woman,White
2071,2072,2021-04-29 12:27:11,25-34,"Marketing, Advertising & PR",Account Executive,NaN,58500,3000.0,USD,NaN,NaN,United States,District of Columbia,5-7 years,5-7 years,College degree,Man,White
2072,2073,2021-04-29 12:27:16,25-34,Health care,Senior Clinical Research Coordinator,NaN,54000,0.0,USD,NaN,NaN,United States,Ohio,8 - 10 years,8 - 10 years,Master's degree,Woman,White
2073,2074,2021-04-29 12:27:25,35-44,Engineering or Manufacturing,Mechanical Project Engineer,Primarily doing mechanical design,106000,10600.0,USD,NaN,NaN,United States,Illinois,11 - 20 years,11 - 20 years,College degree,Man,White
2074,2075,2021-04-29 12:27:28,35-44,Nonprofits,Prospect research analyst,NaN,56000,0.0,USD,NaN,NaN,United States,Pennsylvania,11 - 20 years,5-7 years,Master's degree,Woman,White
2075,2076,2021-04-29 12:27:43,18-24,Art & Design,Junior Designer,NaN,58500,0.0,USD,NaN,NaN,United States,New York,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
2076,2077,2021-04-29 12:27:40,18-24,Health care,Human Resource Associate,NaN,32000,1000.0,USD,NaN,NaN,United States,Kentucky,2 - 4 years,2 - 4 years,College degree,Woman,White
2077,2078,2021-04-29 12:28:15,25-34,Auction house,Administration manager,I run a consignment department,55000,0.0,USD,NaN,NaN,United States,Illinois,8 - 10 years,5-7 years,College degree,Woman,White
2078,2079,2021-04-29 12:28:54,55-64,Insurance,Account Management Director,NaN,160000,5000.0,USD,NaN,NaN,United States,New York,21 - 30 years,11 - 20 years,College degree,Woman,Hispanic Latino or Spanish origin
2079,2080,2021-04-29 12:29:42,25-34,Computing or Tech,Software Engineer,NaN,135000,0.0,USD,NaN,NaN,United States,Oregon,5-7 years,2 - 4 years,Some college,Man,White
2080,2081,2021-04-29 12:31:16,35-44,Engineering or Manufacturing,Senior Integration and Test Engineer,NaN,95000,0.0,USD,NaN,NaN,United States,New York,11 - 20 years,11 - 20 years,College degree,Man,White
2081,2082,2021-04-29 12:32:13,35-44,Recruitment or HR,University Relations Recruiter,Intern Recruiter,64000,4000.0,USD,NaN,NaN,United States,Georgia,8 - 10 years,2 - 4 years,College degree,Woman,White
2082,2083,2021-04-29 12:32:48,25-34,Biotech/Pharma,Senior Scientist II,NaN,122000,10000.0,USD,NaN,NaN,United States,Massachusetts,2 - 4 years,2 - 4 years,PhD,Woman,White
2083,2084,2021-04-29 12:34:26,25-34,"Marketing, Advertising & PR",Senior Social Insights Manager,NaN,90000,9000.0,USD,NaN,NaN,United States,New York,5-7 years,2 - 4 years,College degree,Woman,White
2084,2085,2021-04-29 12:34:36,35-44,Computing or Tech,Security Consultant,NaN,63000,9000.0,GBP,NaN,NaN,United Kingdom,NaN,8 - 10 years,5-7 years,Some college,Man,White
2085,2086,2021-04-29 12:37:20,25-34,Computing or Tech,Senior Technical Program Manager,NaN,198000,20000.0,USD,NaN,NaN,United States,Massachusetts,8 - 10 years,8 - 10 years,Master's degree,Woman,White
2086,2087,2021-04-29 12:39:05,35-44,Law,Attorney,"Private practice, 10 years in, civil defense lawyer",147000,5000.0,USD,NaN,NaN,United States,Louisiana,21 - 30 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
2087,2088,2021-04-29 12:42:35,25-34,Education (Higher Education),Teaching Assistant,Graduate Student in Humanities,26000,0.0,USD,NaN,NaN,United States,Missouri,2 - 4 years,2 - 4 years,Master's degree,Man,White
2088,2089,2021-04-29 12:43:22,25-34,Computing or Tech,Senior Embedded Engineer,"might correspond to ""Embedded Software"" or ""Firmware"" roles in other places",135000,0.0,USD,NaN,NaN,United States,Massachusetts,5-7 years,5-7 years,College degree,Non-binary,White
2089,2090,2021-04-29 12:44:51,25-34,Computing or Tech,Data scientist,Climate Science specialty,120000,42000.0,USD,NaN,NaN,United States,Colorado,2 - 4 years,2 - 4 years,PhD,Woman,White
2090,2091,2021-04-29 12:47:45,25-34,Food service,Food stand attendant,NaN,29000,0.0,USD,NaN,NaN,United States,California,2 - 4 years,8 - 10 years,College degree,Woman,Hispanic Latino or Spanish origin
2091,2092,2021-04-29 12:50:07,55-64,"Accounting, Banking & Finance",Practice Support Associate,Support CFPs,75000,500.0,USD,NaN,NaN,United States,California,21 - 30 years,11 - 20 years,Master's degree,Woman,White
2092,2093,2021-04-29 12:52:34,25-34,Nonprofits,Program Associate,NaN,510000,0.0,USD,NaN,"This salary comes after a 10% raise during a performance review after 1.5 years. Original salary was $48,000",United States,District of Columbia,2 - 4 years,2 - 4 years,College degree,Man,White
2093,2094,2021-04-29 12:52:50,35-44,Media & Digital,news editor,I edit video for local news stations,40000,2000.0,USD,NaN,NaN,United States,Florida,11 - 20 years,11 - 20 years,College degree,Woman,Black or African American
2094,2095,2021-04-29 12:54:13,18-24,Government and Public Administration,Executive Assistant,NaN,49500,0.0,USD,NaN,NaN,United States,Vermont,2 - 4 years,2 - 4 years,College degree,Woman,White
2095,2096,2021-04-29 13:04:01,35-44,Government and Public Administration,Data Analyst,NaN,70000,0.0,USD,NaN,NaN,United States,Florida,11 - 20 years,5-7 years,Master's degree,Man,White
2096,2097,2021-04-29 13:05:10,35-44,Transport or Logistics,HR Director,NaN,175000,70000.0,USD,NaN,NaN,United States,Texas,11 - 20 years,11 - 20 years,College degree,Woman,White
2097,2098,2021-04-29 13:06:04,35-44,Recruitment or HR,Executive Recruiter,Recruiter for healthcare executives,125000,11000.0,USD,NaN,NaN,United States,Massachusetts,8 - 10 years,5-7 years,NaN,Woman,White
2098,2099,2021-04-29 13:10:32,35-44,Benefits Administration,Team Leader,Director-level role,108000,12000.0,USD,NaN,15% bonus potential,United States,New Hampshire,11 - 20 years,11 - 20 years,College degree,Man,White
2099,2100,2021-04-29 13:11:57,35-44,Nonprofits,Deputy Director,NaN,102500,0.0,USD,NaN,NaN,United States,New York,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2100,2101,2021-04-29 13:13:20,45-54,Computing or Tech,Founder,NaN,0,0.0,USD,NaN,NaN,United States,California,21 - 30 years,21 - 30 years,Some college,Woman,White
2101,2102,2021-04-29 13:16:14,25-34,Computing or Tech,Product & Implementation Manager,NaN,129062,0.0,USD,NaN,NaN,United States,District of Columbia,11 - 20 years,8 - 10 years,College degree,Woman,Black or African American
2102,2103,2021-04-29 13:17:06,35-44,Computing or Tech,Software Engineer,NaN,57000,2000.0,EUR,NaN,NaN,Ireland,NaN,11 - 20 years,5-7 years,College degree,Woman,White
2103,2104,2021-04-29 13:17:07,35-44,Computing or Tech,Senior Health Data Analyst,NaN,102000,3500.0,USD,NaN,NaN,United States,Maine,21 - 30 years,11 - 20 years,Master's degree,Woman,White
2104,2105,2021-04-29 13:17:50,35-44,Computing or Tech,Sr. Product Marketing Manager,NaN,160000,34000.0,USD,NaN,NaN,United States,Washington,11 - 20 years,11 - 20 years,Master's degree,Woman,Asian or Asian American
2105,2106,2021-04-29 13:22:45,25-34,Health care,family physician,employed,200000,23000.0,USD,NaN,NaN,United States,Wisconsin,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
2106,2107,2021-04-29 13:25:01,35-44,Recruitment or HR,Administrative Coordinator,NaN,70000,1500.0,USD,NaN,NaN,United States,Washington,21 - 30 years,2 - 4 years,Master's degree,Woman,White
2107,2108,2021-04-29 13:28:44,25-34,Utilities & Telecommunications,Project Assistant,Reporting & Communications,54400,0.0,CAD,NaN,NaN,Canada,NaN,5-7 years,2 - 4 years,College degree,Woman,Asian or Asian American
2108,2109,2021-04-29 13:29:24,55-64,Government and Public Administration,librarian,public library,50000,0.0,USD,NaN,NaN,United States,North Carolina,21 - 30 years,21 - 30 years,Master's degree,Woman,White
2109,2110,2021-04-29 13:32:37,25-34,Recruitment or HR,HR business partner,NaN,30000,750.0,GBP,NaN,NaN,United Kingdom,NaN,5-7 years,5-7 years,College degree,Woman,White
2110,2111,2021-04-29 13:33:39,25-34,Computing or Tech,Director of Marketing,NaN,120000,20000.0,GBP,NaN,NaN,United Kingdom,NaN,11 - 20 years,5-7 years,Master's degree,Woman,Asian or Asian American
2111,2112,2021-04-29 13:33:49,35-44,Education (Higher Education),Salesforce Developer,NaN,136000,0.0,USD,NaN,NaN,United States,Florida,11 - 20 years,11 - 20 years,College degree,Man,White
2112,2113,2021-04-29 13:34:27,25-34,Nonprofits,Executive Assistant,NaN,58500,1000.0,USD,NaN,NaN,United States,New York,5-7 years,1 year or less,College degree,NaN,White
2113,2114,2021-04-29 13:36:16,35-44,Nonprofits,Learning Manager,NaN,69000,0.0,USD,NaN,NaN,United States,New York,11 - 20 years,5-7 years,Master's degree,Woman,White
2114,2115,2021-04-29 13:51:11,25-34,Engineering or Manufacturing,Qualifications Engineer,I do documentation of quality tests for pharmaceutical production machines.,47000,100.0,EUR,NaN,NaN,Germany,NaN,5-7 years,2 - 4 years,PhD,Non-binary,White
2115,2116,2021-04-29 13:51:19,35-44,Hospitality & Events,Sales Analyst,NaN,75000,0.0,USD,NaN,NaN,United States,Tennessee,11 - 20 years,2 - 4 years,Some college,Woman,White
2116,2117,2021-04-29 13:59:40,45-54,"Marketing, Advertising & PR",Dir of Marketing,NaN,165000,30000.0,USD,NaN,NaN,United States,Massachusetts,21 - 30 years,11 - 20 years,College degree,Man,White
2117,2118,2021-04-29 14:04:07,35-44,Education (Higher Education),Associate Consultant,NaN,105000,18000.0,USD,NaN,NaN,United States,Minnesota,11 - 20 years,11 - 20 years,College degree,Woman,White
2118,2119,2021-04-29 14:04:59,25-34,Engineering or Manufacturing,Software engineer,Software engineer in a bank.,56000,1000.0,EUR,NaN,NaN,Netherlands,NaN,2 - 4 years,2 - 4 years,Master's degree,Woman,Asian or Asian American
2119,2120,2021-04-29 14:06:24,25-34,Sales operations,Commissions Analyst,NaN,75000,7500.0,USD,NaN,NaN,United States,Maine,2 - 4 years,2 - 4 years,College degree,Man,White
2120,2121,2021-04-29 14:09:18,45-54,Computing or Tech,System Analyst,Business Analyst or Business Systems Analyst are comparable,100000,5000.0,USD,NaN,NaN,United States,Texas,21 - 30 years,11 - 20 years,College degree,Woman,White
2121,2122,2021-04-29 14:10:21,35-44,Education (Primary/Secondary),Chief of Staff,NaN,200000,0.0,USD,NaN,NaN,United States,California,11 - 20 years,11 - 20 years,Master's degree,Woman,Black or African American
2122,2123,2021-04-29 14:14:11,25-34,Nonprofits,Minister of music and worship,NaN,41500,500.0,USD,NaN,NaN,United States,North Carolina,2 - 4 years,2 - 4 years,Master's degree,Woman,White
2123,2124,2021-04-29 14:14:23,25-34,Nonprofits,Campaigns and policy coordinator,NaN,28500,0.0,GBP,NaN,NaN,United Kingdom,NaN,8 - 10 years,2 - 4 years,Master's degree,Woman,White
2124,2125,2021-04-29 14:17:51,25-34,Computing or Tech,Senior Security Engineer,NaN,200000,0.0,USD,NaN,NaN,United States,Oregon,8 - 10 years,8 - 10 years,College degree,Man,White
2125,2126,2021-04-29 14:18:16,35-44,Computing or Tech,Quality Assurance Engineer/Scrum Master,NaN,57000,2000.0,USD,NaN,NaN,United States,California,8 - 10 years,5-7 years,College degree,Woman,White
2126,2127,2021-04-29 14:21:10,25-34,Government Relation,Senior Associate,NaN,130000,50000.0,CAD,NaN,NaN,Canada,NaN,8 - 10 years,8 - 10 years,Master's degree,Woman,White
2127,2128,2021-04-29 14:23:31,35-44,Hospitality & Events,Director of Human Resources,NaN,90000,10000.0,USD,NaN,NaN,United States,Colorado,11 - 20 years,8 - 10 years,College degree,Woman,White
2128,2129,2021-04-29 14:28:30,25-34,Recruitment or HR,Account Manager,HR/SaaS,66500,0.0,USD,NaN,NaN,United States,New York,5-7 years,1 year or less,College degree,Woman,White
2129,2130,2021-04-29 14:28:44,25-34,Scientific research,Lab Project Technician,NaN,22737,0.0,GBP,NaN,NaN,United Kingdom,NaN,5-7 years,1 year or less,Master's degree,Woman,White
2130,2131,2021-04-29 14:31:24,35-44,Computing or Tech,Software Dev,NaN,63000,0.0,USD,NaN,NaN,United States,Florida,21 - 30 years,2 - 4 years,College degree,Man,White
2131,2132,2021-04-29 14:34:43,35-44,Engineering or Manufacturing,Senior Software Engineer,NaN,185000,10000.0,USD,NaN,NaN,United States,Massachusetts,21 - 30 years,21 - 30 years,Master's degree,Man,Middle Eastern or Northern African
2132,2133,2021-04-29 14:36:53,25-34,Computing or Tech,Senior Site Reliability Engineer,NaN,92300,20000.0,EUR,NaN,NaN,Ireland,NaN,2 - 4 years,2 - 4 years,College degree,Man,White
2133,2134,2021-04-29 14:37:40,35-44,"Marketing, Advertising & PR",Unemployed,NaN,0,0.0,USD,NaN,NaN,United States,Oregon,21 - 30 years,5-7 years,Master's degree,Man,White
2134,2135,2021-04-29 14:44:17,18-24,Computing or Tech,Software engineer,NaN,136000,13600.0,USD,NaN,NaN,United States,New York,2 - 4 years,2 - 4 years,College degree,Man,Black or African American
2135,2136,2021-04-29 14:50:30,45-54,Government and Public Administration,Analyst,NaN,126000,0.0,USD,NaN,NaN,United States,Virginia,21 - 30 years,11 - 20 years,Master's degree,Woman,White
